Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKnOiIoCD2TGCVrq Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoItemTest.java - startLine: 61;startOffset: 16;endOffset: 48;endLine: 61,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKnCiIoCD2TGCVro Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoLacreTest.java - startLine: 15;startOffset: 8;endOffset: 11;endLine: 15,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKnaiIoCD2TGCVrr Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoObservacaoTest.java - startLine: 12;startOffset: 8;endOffset: 11;endLine: 12,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKnaiIoCD2TGCVrs Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoObservacaoTest.java - startLine: 23;startOffset: 8;endOffset: 11;endLine: 23,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKquiIoCD2TGCVtB Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoParcelaTest.java - startLine: 27;startOffset: 16;endOffset: 47;endLine: 27,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKquiIoCD2TGCVtC Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoParcelaTest.java - startLine: 35;startOffset: 16;endOffset: 46;endLine: 35,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKhDiIoCD2TGCVpZ Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoProcessoReferenciadoTest.java - startLine: 13;startOffset: 8;endOffset: 11;endLine: 13,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKcpiIoCD2TGCVoK Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoReboqueTest.java - startLine: 13;startOffset: 8;endOffset: 11;endLine: 13,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKcpiIoCD2TGCVoJ Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoReboqueTest.java - startLine: 39;startOffset: 16;endOffset: 66;endLine: 39,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKhuiIoCD2TGCVpl Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoRetencaoICMSTransporteTest.java - startLine: 13;startOffset: 16;endOffset: 57;endLine: 13,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKhuiIoCD2TGCVpm Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoRetencaoICMSTransporteTest.java - startLine: 18;startOffset: 16;endOffset: 56;endLine: 18,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKhuiIoCD2TGCVpn Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoRetencaoICMSTransporteTest.java - startLine: 23;startOffset: 16;endOffset: 60;endLine: 23,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKhuiIoCD2TGCVpo Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoRetencaoICMSTransporteTest.java - startLine: 28;startOffset: 16;endOffset: 68;endLine: 28,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKhuiIoCD2TGCVpp Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoRetencaoICMSTransporteTest.java - startLine: 58;startOffset: 16;endOffset: 84;endLine: 58,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKhuiIoCD2TGCVpq Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoRetencaoICMSTransporteTest.java - startLine: 68;startOffset: 16;endOffset: 43;endLine: 68,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKrRiIoCD2TGCVtI Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoRetencoesTributosTest.java - startLine: 48;startOffset: 16;endOffset: 52;endLine: 48,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKrRiIoCD2TGCVtJ Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoRetencoesTributosTest.java - startLine: 68;startOffset: 16;endOffset: 47;endLine: 68,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKrRiIoCD2TGCVtK Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoRetencoesTributosTest.java - startLine: 80;startOffset: 16;endOffset: 62;endLine: 80,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKrRiIoCD2TGCVtL Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoRetencoesTributosTest.java - startLine: 92;startOffset: 16;endOffset: 49;endLine: 92,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKrRiIoCD2TGCVtM Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoRetencoesTributosTest.java - startLine: 104;startOffset: 16;endOffset: 47;endLine: 104,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKrRiIoCD2TGCVtN Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoRetencoesTributosTest.java - startLine: 116;startOffset: 16;endOffset: 47;endLine: 116,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKrRiIoCD2TGCVtO Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoRetencoesTributosTest.java - startLine: 128;startOffset: 16;endOffset: 46;endLine: 128,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKjGiIoCD2TGCVqN Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTest.java - startLine: 172;startOffset: 16;endOffset: 61;endLine: 172,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKjGiIoCD2TGCVqO Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTest.java - startLine: 196;startOffset: 16;endOffset: 38;endLine: 196,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKjGiIoCD2TGCVqP Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTest.java - startLine: 220;startOffset: 16;endOffset: 36;endLine: 220,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKjGiIoCD2TGCVqQ Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTest.java - startLine: 244;startOffset: 16;endOffset: 40;endLine: 244,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKjGiIoCD2TGCVqR Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTest.java - startLine: 268;startOffset: 16;endOffset: 38;endLine: 268,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKjGiIoCD2TGCVqS Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTest.java - startLine: 292;startOffset: 16;endOffset: 44;endLine: 292,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKjGiIoCD2TGCVqT Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTest.java - startLine: 340;startOffset: 16;endOffset: 39;endLine: 340,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKjGiIoCD2TGCVqU Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTest.java - startLine: 364;startOffset: 16;endOffset: 42;endLine: 364,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKjGiIoCD2TGCVqV Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTest.java - startLine: 436;startOffset: 16;endOffset: 53;endLine: 436,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKjGiIoCD2TGCVqW Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTest.java - startLine: 484;startOffset: 16;endOffset: 40;endLine: 484,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKr1iIoCD2TGCVtR Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTotalTest.java - startLine: 11;startOffset: 16;endOffset: 49;endLine: 11,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKr1iIoCD2TGCVtS Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTotalTest.java - startLine: 19;startOffset: 16;endOffset: 42;endLine: 19,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKiViIoCD2TGCVpx Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 24;startOffset: 16;endOffset: 47;endLine: 24,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKiViIoCD2TGCVpy Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 43;startOffset: 16;endOffset: 45;endLine: 43,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKiViIoCD2TGCVpz Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 50;startOffset: 16;endOffset: 51;endLine: 50,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKiViIoCD2TGCVp0 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 71;startOffset: 16;endOffset: 34;endLine: 71,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKiViIoCD2TGCVp1 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 82;startOffset: 16;endOffset: 45;endLine: 82,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKiViIoCD2TGCVp2 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 93;startOffset: 16;endOffset: 51;endLine: 93,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKiViIoCD2TGCVp3 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 104;startOffset: 16;endOffset: 49;endLine: 104,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKiViIoCD2TGCVp4 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 115;startOffset: 16;endOffset: 43;endLine: 115,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKiViIoCD2TGCVp5 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 127;startOffset: 16;endOffset: 35;endLine: 127,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKiViIoCD2TGCVp6 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 139;startOffset: 16;endOffset: 36;endLine: 139,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKiViIoCD2TGCVp7 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 166;startOffset: 8;endOffset: 11;endLine: 166,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKiViIoCD2TGCVp8 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 177;startOffset: 8;endOffset: 11;endLine: 177,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKheiIoCD2TGCVpc Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTransporteTest.java - startLine: 16;startOffset: 16;endOffset: 53;endLine: 16,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKheiIoCD2TGCVpd Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTransporteTest.java - startLine: 34;startOffset: 16;endOffset: 37;endLine: 34,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5976:  ""Replace these 3 tests with a single Parameterized one.""",MAJOR,10min,Key: AYTIxKheiIoCD2TGCVpk Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTransporteTest.java - startLine: 34;startOffset: 16;endOffset: 37;endLine: 34,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKheiIoCD2TGCVpe Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTransporteTest.java - startLine: 44;startOffset: 16;endOffset: 37;endLine: 44,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKheiIoCD2TGCVpf Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTransporteTest.java - startLine: 54;startOffset: 16;endOffset: 39;endLine: 54,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKheiIoCD2TGCVpg Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTransporteTest.java - startLine: 64;startOffset: 16;endOffset: 39;endLine: 64,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKheiIoCD2TGCVph Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTransporteTest.java - startLine: 74;startOffset: 16;endOffset: 39;endLine: 74,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKheiIoCD2TGCVpi Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTransporteTest.java - startLine: 85;startOffset: 16;endOffset: 46;endLine: 85,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKheiIoCD2TGCVpj Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTransporteTest.java - startLine: 95;startOffset: 16;endOffset: 45;endLine: 95,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKgLiIoCD2TGCVpI Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoVeiculoTest.java - startLine: 13;startOffset: 8;endOffset: 11;endLine: 13,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKgLiIoCD2TGCVpJ Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoVeiculoTest.java - startLine: 24;startOffset: 8;endOffset: 11;endLine: 24,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKgLiIoCD2TGCVpH Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoVeiculoTest.java - startLine: 34;startOffset: 16;endOffset: 36;endLine: 34,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKi1iIoCD2TGCVqC Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoVolumeTest.java - startLine: 17;startOffset: 16;endOffset: 52;endLine: 17,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKi1iIoCD2TGCVqK Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoVolumeTest.java - startLine: 36;startOffset: 8;endOffset: 11;endLine: 36,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKi1iIoCD2TGCVqL Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoVolumeTest.java - startLine: 47;startOffset: 8;endOffset: 11;endLine: 47,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKi1iIoCD2TGCVqM Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoVolumeTest.java - startLine: 58;startOffset: 8;endOffset: 11;endLine: 58,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKi1iIoCD2TGCVqD Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoVolumeTest.java - startLine: 68;startOffset: 16;endOffset: 38;endLine: 68,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKi1iIoCD2TGCVqE Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoVolumeTest.java - startLine: 80;startOffset: 16;endOffset: 62;endLine: 80,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKi1iIoCD2TGCVqF Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoVolumeTest.java - startLine: 94;startOffset: 16;endOffset: 43;endLine: 94,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKi1iIoCD2TGCVqG Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoVolumeTest.java - startLine: 108;startOffset: 16;endOffset: 41;endLine: 108,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKi1iIoCD2TGCVqH Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoVolumeTest.java - startLine: 122;startOffset: 16;endOffset: 61;endLine: 122,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKi1iIoCD2TGCVqI Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoVolumeTest.java - startLine: 136;startOffset: 16;endOffset: 37;endLine: 136,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKi1iIoCD2TGCVqJ Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoVolumeTest.java - startLine: 150;startOffset: 16;endOffset: 59;endLine: 150,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3415:  ""Swap these 2 arguments so they are in the correct order: expected value actual value.""",MAJOR,2min,Key: AYTIxKrdiIoCD2TGCVtP Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFVerificaChaveTest.java - startLine: 19;startOffset: 44;endOffset: 46;endLine: 19,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3415:  ""Swap these 2 arguments so they are in the correct order: expected value actual value.""",MAJOR,2min,Key: AYTIxKrdiIoCD2TGCVtQ Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFVerificaChaveTest.java - startLine: 25;startOffset: 44;endOffset: 46;endLine: 25,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKd_iIoCD2TGCVou Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/consulta/NFNotaConsultaTest.java - startLine: 41;startOffset: 8;endOffset: 11;endLine: 41,Maintenance (Code Smells)
To-Do,New,Normal,"java:S6353:  ""Use concise character class syntax '\\d' instead of '[0-9]'.""",MINOR,5min,Key: AYTIxMXliIoCD2TGCWYg Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/NotaFiscalChaveParser.java - startLine: 67;startOffset: 41;endOffset: 46;endLine: 67,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal Nao suportado ainda 14 times.""",CRITICAL,30min,Key: AYTIxMNEiIoCD2TGCWRL Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/classes/NFAutorizador400.java - startLine: 102;startOffset: 52;endOffset: 73;endLine: 102,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYTIxMNEiIoCD2TGCWRT Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/classes/NFAutorizador400.java - startLine: 840;startOffset: 0;endOffset: 74;endLine: 840,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1948:  ""Make protocolos private or transient.""",CRITICAL,30min,Key: AYTIxML5iIoCD2TGCWRK Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/classes/lote/consulta/NFLoteConsultaRetorno.java - startLine: 48;startOffset: 32;endOffset: 42;endLine: 48,Maintenance (Code Smells)
